Marshall,23,5839,Good,None
Marshall,23,6765,Good,None
Marshall,23,7113,Good,None
Marshall,23,5666,Good,None
Marshall,23,5841,Good,None
Marshall,23,5451,Good,None
Marshall,23,6468,Good,None
Marshall,23,5765,Good,None
Marshall,23,6634,Good,None
Marshall,23,6276,Good,None
Marshall,23,6201,Good,None
Marshall,23,7069,Good,None
Marshall,23,2874,Good,None
Marshall,23,6440,Good,None
Marshall,23,7196,Good,None
Marshall,23,6457,Good,None
Marshall,23,6639,Good,None
Marshall,23,7032,Good,None
Marshall,23,7191,Good,None
Marshall,23,6210,Good,None
Marshall,23,6722,Good,None
Marshall,23,6227,Good,None
Marshall,10,7947,Good,None
Marshall,10,7945,Good,None
Marshall,10,7949,Good,None
Marshall,10,7929,Good,None
Marshall,10,7927,Good,None
Marshall,10,7948,Good,None
Marshall,10,7944,Good,None
Marshall,10,7935,Good,None
Marshall,10,7926,Good,None
Marshall,10,7946,Good,None
Marshall,10,7940,Good,None
Marshall,22,6965,Good,None
Marshall,22,6971,Good,None
Marshall,22,6975,Good,None
Marshall,22,6953,Good,None
Marshall,22,6943,Good,None
Marshall,22,6973,Good,None
Marshall,22,6967,Good,None
Marshall,22,6966,Good,None
Marshall,22,6939,Good,None
Marshall,22,6972,Good,None
Marshall,22,6936,Good,None
Marshall,22,6942,Good,None
Marshall,22,6945,Good,None
Marshall,22,6938,Good,None
Marshall,22,6974,Good,None
Marshall,22,6941,Good,None
Marshall,22,6940,Good,None
Marshall,22,6970,Good,None
Marshall,22,6968,Good,None
Marshall,22,6969,Good,None
Marshall,22,6959,Good,None
Marshall,22,6937,Good,None
Marshall,22,6958,Good,None
Marshall,22,6957,Good,None
Marshall,15,7858,Good,None
Marshall,15,7855,Good,None
Marshall,15,7859,Good,None
Marshall,15,7874,Good,None
Marshall,15,7852,Good,None
Marshall,15,7875,Good,None
Marshall,15,7856,Good,None
Marshall,15,7853,Good,None
Marshall,15,7854,Good,None
Marshall,15,7857,Good,None
Marshall,15,7873,Good,None
Marshall,15,7851,Good,None
Marshall,21,8177,Good,None
Marshall,21,8169,Good,None
Marshall,21,8168,Good,None
Marshall,21,8179,Good,None
Marshall,21,8170,Good,None
Marshall,21,8181,Good,None
Marshall,21,8182,Good,None
Marshall,21,8184,Good,None
Marshall,21,8178,Good,None
Marshall,21,8183,Good,None
Marshall,21,8180,Good,None
Marshall,21,8203,Good,None
Marshall,21,8205,Good,None
Marshall,21,8206,Good,None
Marshall,21,7847,Good,None
Marshall,21,8204,Good,None
Marshall,21,6961,Good,None
Marshall,21,6964,Good,None
Marshall,21,7860,Good,None
Marshall,21,6949,Good,None
Marshall,21,8207,Good,None
Marshall,21,8172,Good,None
Marshall,21,2877,Good,None
Marshall,21,6058,Good,None
Marshall,21,6050,Good,None
Marshall,21,7115,Good,None
Marshall,21,7297,Good,None
Marshall,21,7737,Good,None
Marshall,21,7574,Good,None
Marshall,20,7902,Damaged,None
Marshall,20,7912,Good,None
Marshall,20,7911,Good,None
Marshall,20,7909,Good,None
Marshall,20,7904,Good,None
Marshall,20,7913,Good,None
Marshall,20,7905,Good,None
Marshall,20,7908,Good,None
Marshall,20,7906,Good,None
Marshall,20,7910,Good,None
Marshall,20,7907,Good,None
Marshall,20,7903,Good,None
Marshall,14,7950,Good,None
Marshall,14,7951,Good,None
Marshall,14,7952,Good,None
Marshall,14,7916,Good,None
Marshall,14,7920,Good,None
Marshall,14,7914,Good,None
Marshall,14,7917,Good,None
Marshall,14,7919,Good,None
Marshall,14,7915,Good,None
Marshall,14,8611,Good,None
Marshall,14,7918,Good,None
Marshall,14,7921,Good,None
Marshall,13,7832,Good,None
Marshall,13,7831,Good,None
Marshall,13,7871,Good,None
Marshall,13,7835,Good,None
Marshall,13,7837,Good,None
Marshall,13,7840,Good,None
Marshall,13,7833,Good,None
Marshall,13,7838,Good,None
Marshall,13,7839,Good,None
Marshall,13,7872,Good,None
Marshall,13,7836,Good,None
Marshall,13,7834,Good,None
Marshall,20,6984,Good,None
Marshall,20,6976,Good,None
Marshall,20,6962,Good,None
Marshall,20,6960,Good,None
Marshall,20,6994,Good,None
Marshall,20,6992,Good,None
Marshall,20,6982,Good,None
Marshall,20,6991,Good,None
Marshall,20,6985,Good,None
Marshall,20,6988,Good,None
Marshall,20,6987,Good,None
Marshall,20,6963,Good,None
Marshall,20,6977,Good,None
Marshall,20,6981,Good,None
Marshall,20,6986,Good,None
Marshall,20,6979,Good,None
Marshall,20,6983,Good,None
Marshall,20,6989,Good,None
Marshall,20,6995,Good,None
Marshall,20,6993,Good,None
Marshall,20,6956,Good,None
Marshall,20,6990,Good,None
Marshall,20,6978,Good,None
Marshall,17,6435,Damaged,None
Marshall,17,6558,Good,None
Marshall,17,7290,Good,None
Marshall,17,7231,Good,None
Marshall,17,7159,Good,None
Marshall,17,6913,Good,None
Marshall,17,7281,Good,None
Marshall,17,6520,Good,None
Marshall,17,6588,Good,None
Marshall,17,6890,Good,None
Marshall,17,7284,Good,None
Marshall,17,6792,Good,None
Marshall,17,5960,Damaged,None
Marshall,17,5128,Good,None
Marshall,17,7046,Good,None
Marshall,17,7267,Good,None
Marshall,17,5151,Good,None
Marshall,17,5119,Good,None
Marshall,17,6831,Good,None
Marshall,17,6572,Good,None
Marshall,17,5580,Damaged,None
Marshall,17,6415,Good,None
Marshall,17,5109,Damaged,None
Marshall,12,7923,Good,None
Marshall,12,7939,Good,None
Marshall,12,7937,Good,None
Marshall,12,7934,Good,None
Marshall,12,7936,Good,None
Marshall,12,7941,Good,None
Marshall,12,7925,Good,None
Marshall,12,7928,Good,None
Marshall,12,7942,Good,None
Marshall,12,7933,Good,None
Marshall,12,7930,Good,None
Marshall,12,7938,Good,None
